feature	positive_signature	negative_signature
182	PA3687;PA0887;PA3541;PA2815;PA0102;PA1326;PA3547;PA3545	PA2652;PA5096;PA1694;PA0518;PA1717;PA0494;PA3526;PA4217;PA1657;PA1078;PA1725;PA5100;PA1696;PA1556;PA1693;PA1719;PA1701;PA1695;PA1723;PA1656;PA2444;PA4307;PA1722;PA1698;PA1659;PA1724;PA1716;PA1081;PA1692
183	PA0997;PA2592;PA1871;PA4211;PA0998;PA1902;PA4130;PA2195;PA2943;PA4217;PA1002;PA1179;PA2193;PA3477;PA3361;PA1904;PA2587;PA1003;PA1432;PA0996;PA5445;PA3478;PA3724;PA1000;PA2991;PA3333;PA3479;PA0999;PA3476;PA2194;PA1001;PA4133;PA1903;PA1905;PA0143	PA2008;PA4973;PA2536;PA2009;PA2000;PA2007;PA1999;PA0865;PA3569;PA3570
184	PA2232	PA0997;PA0998;PA0844;PA1602;PA1092;PA0494;PA4676;PA3366;PA1002;PA1095;PA0523;PA3100;PA3364;PA2587;PA4121;PA1003;PA0996;PA1976;PA1094;PA1000;PA1024;PA1703;PA0999;PA3476;PA2950;PA1001;PA0143;PA1692
185	PA0872;PA3584;PA4163;PA4771;PA5302;PA1421;PA3628;PA1317;PA0782;PA5131;PA1319;PA3582;PA0266;PA4121;PA5304	PA3553;PA3600;PA5539;PA5501;PA5538;PA3559;PA1179;PA3552;PA4774;PA3557;PA3556;PA1923;PA4773;PA4777;PA2913;PA3554;PA3555;PA5500;PA2914;PA4064;PA3558;PA3601;PA5541;PA4065
186	PA2652;PA3151;PA3159;PA0524;PA2193;PA1557;PA3156;PA5176;PA5427;PA3148;PA4130;PA3152;PA3337;PA2587;PA5230;PA3155;PA1556;PA0519;PA3158	PA3555;PA4051;PA4706;PA4773;PA4774;PA4192;PA0106;PA2858;PA2018;PA3361;PA0195;PA2019;PA4470;PA0107
187	PA0652;PA4246;PA4259;PA4740;PA2858;PA4251;PA4238;PA2742;PA4442;PA1581;PA4260;PA4433;PA4257;PA4256;PA4272;PA4254;PA4242;PA4274;PA4239;PA4267;PA4264;PA4262;PA4934;PA1582;PA4253;PA4271;PA4273;PA3814;PA4248;PA2584;PA4258;PA4252;PA4249;PA4240;PA4261;PA2976;PA4241	PA5416;PA3629;PA3366;PA5420;PA5421;PA2165;PA3364;PA5419;PA3361;PA3236;PA5417;PA1982;PA3569;PA2105;PA5538;PA0502;PA5418
188	PA5069;PA0927;PA2813;PA2811;PA4812;PA0148;PA4810;PA2812;PA4811	PA4217;PA1317;PA5560;PA1001;PA1319;PA1318;PA1320;PA0254;PA0958;PA1321
189	PA4973	PA0510;PA3870;PA2413;PA2408;PA0518;PA0519;PA5508;PA0523;PA1856;PA3392;PA2691;PA4228;PA2389;PA3874;PA0024;PA0025;PA2412;PA1320;PA4708;PA4470;PA3875;PA3872;PA4230;PA0524;PA2407;PA2409
190	PA0997;PA2592;PA0082;PA0095;PA0077;PA0079;PA0998;PA0088;PA0080;PA0078;PA2232;PA4217;PA1002;PA2008;PA1657;PA0098;PA2007;PA0090;PA4121;PA0996;PA0075;PA1432;PA3159;PA0091;PA0089;PA1000;PA0084;PA4122;PA0072;PA0085;PA0074;PA0865;PA0087;PA0083;PA0999;PA3476;PA2685;PA2536;PA1658;PA1001;PA0081	PA1072;PA4307;PA1073;PA5155
191	PA2015;PA1224;PA2683;PA2000;PA1752;PA0010;PA1384;PA0222;PA0564	PA1823;PA1310;PA0363;PA1292;PA4454;PA3294;PA3725;PA4749
192	PA1274;PA3651;PA3642;PA1281;PA4455;PA1637;PA3242;PA3820;PA0158;PA1638	PA5094;PA1174;PA3392;PA3250;PA5100;PA4829;PA0108;PA5106;PA0112
193	PA2711;PA0326;PA4548;PA5297;PA2212;PA1726;PA5310	PA4741;PA5242;PA4276;PA4941;PA4268;PA3745;PA3646;PA4406;PA1581;PA4433;PA1505;PA2970;PA5570;PA4693;PA4748;PA4242;PA4243;PA0596;PA1582;PA2965;PA4273;PA0838;PA4670;PA4430;PA4240;PA1073;PA2741
194	PA4385;PA0232;PA0997;PA4443;PA4761;PA0228;PA1838;PA0227;PA1000;PA0403;PA4759;PA0281;PA5203	PA1657;PA1661;PA2003;PA4774;PA1511;PA1856;PA1659;PA2009;PA1670;PA1927;PA0263;PA0051;PA2570;PA1668;PA2408;PA2007;PA1656;PA1246;PA1660;PA0865
195	PA2151;PA2144;PA0228;PA1976;PA0227;PA3600;PA3601;PA1997;PA0887;PA5388;PA1984;PA1931;PA4290;PA1982;PA0879;PA0108	PA3552;PA3187;PA3540;PA3384;PA3721;PA1959;PA3383;PA5429;PA3541;PA1092;PA2444;PA3547;PA3366;PA2857
196	PA2947;PA3486;PA2677;PA5281;PA0219;PA0205;PA5216;PA4971	PA0157;PA4741;PA5142;PA0296;PA1013;PA1493;PA1317;PA0650;PA0301;PA5045;PA4500;PA4953;PA4425;PA4232;PA3170;PA3227;PA5153
197	PA3554;PA1095;PA1179;PA3552;PA3553;PA4163;PA1421;PA5355;PA1094;PA3558;PA5354;PA0266;PA3556;PA1984;PA1092;PA2444;PA1326;PA4773;PA1086;PA1087	PA1002;PA0999;PA0997;PA1698;PA1557;PA1317;PA5427;PA0998;PA0954;PA1725;PA1000;PA1723;PA1001;PA1319;PA1320;PA1384;PA3498;PA0996;PA2321
198	PA4310;PA1694;PA3236;PA1717;PA2232;PA1690;PA1697;PA1725;PA4351;PA2561;PA4123;PA1696;PA4121;PA5417;PA1693;PA1719;PA3629;PA1701;PA1695;PA4122;PA1723;PA1703;PA1691;PA1698;PA1722;PA4307;PA1724;PA1716;PA1692	PA0083;PA0132;PA0091;PA4189;PA0089;PA3187;PA0077;PA0084;PA4500;PA0085;PA4504;PA0887;PA2541;PA1668;PA0080;PA4290;PA0087;PA5445;PA3333
199	PA3187;PA3600;PA3195;PA0132;PA4771;PA0523;PA3392;PA2445;PA1566;PA3877;PA3182;PA3914;PA3148;PA2323;PA4158;PA0130;PA2444;PA3876;PA3875;PA2321;PA3872;PA3183;PA3181;PA0524;PA1421;PA3194;PA3601;PA4290;PA1077;PA2263;PA3193	PA5379;PA5416;PA1871;PA4401;PA4402;PA3724;PA5420;PA5421;PA3721;PA0844;PA5419;PA5429;PA3236;PA5417;PA4307;PA5418
200	PA3446;PA1809;PA1694;PA1070;PA4415;PA1717;PA4217;PA1697;PA1725;PA1696;PA1693;PA1719;PA1701;PA1695;PA1723;PA3444;PA1808;PA1703;PA1691;PA1722;PA2204;PA1698;PA2536;PA1724;PA1806;PA1716;PA1081;PA1073;PA1692	PA3378;PA2888;PA3540;PA3568;PA3319;PA0685;PA2513;PA1927;PA3382;PA3541;PA3547;PA3366
201	PA0523;PA5139;PA0887;PA1984;PA0602;PA4290;PA5445	PA0232;PA5096;PA3553;PA0228;PA0998;PA0226;PA4125;PA2682;PA2512;PA3559;PA1179;PA3552;PA4774;PA3557;PA2513;PA2509;PA3556;PA4123;PA4773;PA4121;PA1180;PA4777;PA3570;PA3554;PA2507;PA3555;PA0227;PA4122;PA1927;PA2508;PA4776;PA2514;PA2321;PA0999;PA1659;PA3558;PA3601;PA5092;PA0230;PA4307;PA5106
202	PA4496;PA1095;PA0997;PA4211;PA2193;PA1557;PA1000;PA4130;PA4430;PA1807;PA3929;PA2012;PA5230;PA5376;PA5497;PA1770;PA3930;PA0934	PA3608;PA0228;PA1254;PA0242;PA3582;PA0444;PA2512;PA0494;PA3584;PA4771;PA3540;PA2509;PA4899;PA2019;PA0439;PA2507;PA0245;PA1701;PA0227;PA2018;PA2514;PA3547;PA1692
203	PA1874;PA1871;PA4208;PA5163;PA4211;PA2367;PA2553;PA3417;PA1902;PA4130;PA2248;PA2446;PA0051;PA3416;PA2570;PA1217;PA1092;PA0175;PA3366;PA4209;PA4217;PA0872;PA0132;PA1930;PA2003;PA5164;PA0178;PA2366;PA2009;PA5354;PA3361;PA1904;PA3418;PA4207;PA2370;PA3478;PA0176;PA2247;PA5353;PA5058;PA3724;PA1094;PA2014;PA0179;PA3333;PA4205;PA3479;PA1130;PA2015;PA1901;PA2566;PA4206;PA4133;PA1903;PA1905;PA0704;PA5355	PA2811
204	PA1317;PA0604;PA4255;PA0605;PA0606;PA1319;PA1318;PA1320;PA0603;PA3659;PA1321	PA0510;PA0997;PA0998;PA0518;PA2569;PA0494;PA0519;PA1002;PA0523;PA2193;PA1555;PA3392;PA5445;PA3874;PA0996;PA1556;PA1000;PA4042;PA3672;PA0865;PA3875;PA3872;PA0999;PA0524;PA1001;PA4133
205	PA3751;PA2446;PA5415;PA0896;PA2445;PA2442;PA2444;PA2443;PA4217	PA2295;PA3719;PA4193;PA4192;PA2914;PA2813;PA5228;PA0203;PA4195;PA4194;PA2011
206	PA2163;PA0838;PA2165;PA0196;PA3364;PA1927;PA2152;PA2164;PA1931;PA5111;PA5098	PA1798;PA2009;PA5568;PA5436;PA3725
207	PA3553;PA3187;PA3559;PA2008;PA1179;PA3552;PA4774;PA3557;PA2009;PA4226;PA3556;PA4228;PA4773;PA4435;PA1340;PA1180;PA4777;PA3554;PA3555;PA4776;PA4230;PA3558;PA4454	PA4846;PA4910;PA1719;PA1722;PA4613;PA0523;PA2003;PA1701;PA0524;PA1976;PA3601;PA0849;PA3600;PA1927;PA1696;PA1982;PA1693
208	PA1421;PA0654;PA0749;PA4812;PA4242;PA4810;PA4811;PA4110	PA2592;PA0997;PA3442;PA3446;PA3156;PA0998;PA4130;PA0204;PA1249;PA1092;PA3151;PA1657;PA1095;PA0203;PA3514;PA2193;PA3477;PA0205;PA3513;PA2587;PA3155;PA3937;PA1432;PA3159;PA4192;PA3148;PA1094;PA4503;PA1000;PA1246;PA1384;PA4194;PA3333;PA3158;PA1247;PA0999;PA3476;PA3445;PA0206;PA1001;PA4133;PA4211
209	PA2360;PA2345;PA2362;PA0156;PA5522;PA1997;PA0174;PA4901;PA1463;PA3348;PA3316;PA0173;PA0175;PA0275;PA2361	PA3639;PA0083;PA3584;PA0432;PA5557;PA2014;PA0283;PA5568;PA0430;PA5429;PA1984;PA3582;PA2444;PA1982;PA5075;PA1155;PA3570
210	PA0997;PA0998;PA2446;PA1002;PA2008;PA0872;PA3486;PA5302;PA2193;PA0870;PA2445;PA0996;PA1432;PA2247;PA3724;PA1000;PA2444;PA0865;PA3333;PA0999;PA3476;PA2000;PA1001;PA1999;PA4211	PA1778;PA3552;PA4774;PA3553;PA5098;PA1260;PA2862;PA0524;PA5420;PA3112;PA3516;PA3556;PA5100;PA0195;PA1982;PA4773;PA2321;PA1256
211	PA3554;PA1179;PA3552;PA3553;PA2634;PA3558;PA3600;PA0196;PA3522;PA3120;PA0597;PA2104;PA3556;PA0195;PA4773;PA2105;PA1180;PA3559;PA5452	PA0997;PA0998;PA0088;PA4130;PA0782;PA1602;PA4125;PA0080;PA5174;PA0494;PA3195;PA1002;PA1555;PA4128;PA4123;PA0090;PA4121;PA1556;PA0996;PA0091;PA0089;PA1000;PA4122;PA0084;PA0072;PA0085;PA0865;PA0083;PA0999;PA2685;PA2536;PA2950;PA1001;PA4133;PA0087
212	PA2652;PA1657;PA4496;PA2592;PA0997;PA4310;PA3333;PA2193;PA3724;PA1094;PA1659;PA1905;PA0143;PA1658;PA1904;PA4211;PA3476;PA1003;PA1432	PA3914;PA3876;PA3253;PA3870;PA3175;PA3875;PA3877;PA3541;PA1972;PA0494;PA3547;PA3874;PA3872;PA3545
213	PA2339;PA2105;PA5501;PA2104;PA1393;PA2103	PA1449;PA1274;PA0836;PA2858;PA0749;PA3217;PA0551;PA5143;PA1674;PA5063
214	PA1274;PA0510;PA1277;PA4193;PA0326;PA1278;PA3392;PA3874;PA0782;PA2000;PA0518;PA3877;PA3875;PA1999;PA4812;PA0519;PA3872;PA5508	PA4208;PA4774;PA4206;PA3600;PA1927;PA2412;PA2570;PA1249;PA3236;PA3929;PA0609;PA4205;PA3930;PA4207
215	PA3187;PA4733;PA1092;PA1342;PA2232;PA3195;PA1737;PA3300;PA2513;PA1072;PA1074;PA0195;PA3182;PA3937;PA1339;PA1340;PA3570;PA1094;PA1338;PA0283;PA2514;PA1341;PA3183;PA3181;PA2862;PA3193;PA3569	PA0999;PA3476;PA0997;PA3333;PA1698;PA3910;PA1518;PA0441;PA0681;PA0998;PA3600;PA1927;PA0686;PA1001;PA4133;PA1692;PA0683;PA0996;PA1693
216	PA2001;PA0782;PA2682;PA1984;PA5172;PA2512;PA0872;PA2008;PA5302;PA0870;PA1317;PA2009;PA2513;PA2007;PA0447;PA1321;PA2247;PA5171;PA1320;PA2508;PA2514;PA0865;PA4973;PA2000;PA5173;PA1319;PA1318;PA1999;PA5304	PA3553;PA1662;PA3582;PA3559;PA4217;PA4110;PA1179;PA3552;PA4774;PA3584;PA3557;PA1905;PA4351;PA3556;PA4773;PA2019;PA1180;PA4777;PA3554;PA3555;PA2412;PA0130;PA4776;PA3333;PA1659;PA3558;PA4133;PA1903;PA4290;PA4211;PA1081;PA1660;PA5355
217	PA4973;PA5353;PA3540;PA5522;PA3250;PA5020;PA1984;PA0602;PA0266;PA5355	PA1657;PA3651;PA2638;PA3601;PA5541;PA3600;PA3364;PA2637;PA0263;PA4065;PA0130;PA4064;PA3182;PA5501;PA5445;PA2643;PA5508
218	PA4774;PA4193;PA3553;PA2536;PA3211;PA2541;PA4375;PA0444;PA1320;PA4776;PA4773;PA4777	PA3151;PA3476;PA0997;PA0523;PA3187;PA3724;PA0998;PA1000;PA1001;PA0518;PA2587;PA1432
219	PA0510;PA2711;PA5353;PA1124;PA3540;PA3547;PA3392;PA1580;PA1752;PA4180;PA1686;PA0887;PA3541;PA1984;PA4812;PA3551;PA1982;PA3542;PA3195;PA2105;PA3545	PA4211;PA1000;PA4130;PA0196;PA1061;PA1927;PA1101;PA4696;PA0195;PA5471;PA0174;PA1903;PA0173;PA5304;PA4217
220	PA4910;PA2944;PA5096;PA0231;PA2367;PA0106;PA0228;PA0226;PA4912;PA4911;PA0105;PA0113;PA0107;PA2366;PA2371;PA4909;PA2541;PA4913;PA5100;PA3316;PA2370;PA5098;PA0227;PA4908;PA1272;PA0112;PA2862;PA5094;PA3568;PA2368;PA5421;PA2365;PA2573;PA0108	PA0872;PA2008;PA4771;PA0524;PA2553;PA0870;PA2555;PA1966;PA2009;PA3600;PA2000;PA2007;PA1656;PA3832;PA4482;PA0865;PA3195;PA3478;PA3479
221	PA0228;PA4130;PA2682;PA2512;PA5435;PA1095;PA1179;PA3552;PA3584;PA2513;PA2509;PA3361;PA2813;PA2811;PA1180;PA3570;PA0447;PA2507;PA1094;PA0227;PA1927;PA2508;PA2514;PA2515;PA3569;PA2579	PA1874;PA0510;PA2204;PA3181;PA3392;PA0480;PA1072;PA2083;PA3182;PA4442
222	PA4225;PA0747;PA5096;PA2553;PA2001;PA2248;PA1070;PA5452;PA0872;PA2008;PA1179;PA2003;PA1946;PA0870;PA4073;PA2009;PA2007;PA2012;PA5100;PA1180;PA2011;PA5098;PA3570;PA4189;PA2247;PA3724;PA2014;PA4500;PA2249;PA2250;PA0865;PA2015;PA2555;PA2013;PA2000;PA1999;PA1562;PA3569;PA5106	PA2204;PA2536;PA2950;PA2413;PA2412;PA5174;PA2624;PA5445;PA3183;PA5508
223	PA4810;PA3872	PA4193;PA3446;PA2553;PA2248;PA2446;PA2682;PA5435;PA0132;PA1224;PA2445;PA1566;PA2012;PA5100;PA3570;PA2011;PA5098;PA2247;PA4192;PA2014;PA2249;PA2250;PA0130;PA2444;PA2514;PA4195;PA4194;PA2015;PA2555;PA2013;PA2000;PA3569;PA5106
224	PA4443;PA2204;PA0747;PA3446;PA0944;PA3931;PA0283;PA3938	PA5378;PA1447;PA5379;PA3629;PA5416;PA0523;PA1646;PA3628;PA5420;PA5421;PA0844;PA5415;PA5419;PA2408;PA3236;PA5376;PA5417;PA5418
225	PA1274;PA3187;PA2367;PA2408;PA1984;PA1092;PA5452;PA1087;PA1095;PA2366;PA4502;PA2445;PA2442;PA2370;PA4506;PA4163;PA1094;PA4500;PA2412;PA2444;PA2368;PA5415;PA1086;PA1073	PA4193;PA4192;PA1317;PA3558;PA2018;PA5304;PA1319;PA1318;PA1320;PA5471;PA2019;PA1384;PA5445;PA1321
226	PA2570;PA1438;PA0747;PA1685;PA1052	PA3639;PA0836;PA3977;PA1687;PA3976;PA5560;PA3104;PA1092;PA1905;PA1796;PA4044;PA4865;PA2666
227	PA3151;PA3607;PA3609;PA3608;PA3713;PA3610	PA0796;PA2950;PA4880;PA3112;PA1249;PA2815;PA2968;PA0102;PA5172;PA3551;PA1562;PA0854
228	PA0082;PA0095;PA0077;PA0088;PA0079;PA0080;PA0078;PA4771;PA0098;PA0090;PA0075;PA0091;PA0089;PA0084;PA0072;PA0085;PA0073;PA0074;PA0087;PA0083;PA2685;PA2536;PA0081;PA5304	PA4910;PA3553;PA4912;PA3600;PA3236;PA5538;PA3559;PA3097;PA1179;PA3552;PA4909;PA2513;PA4773;PA4811;PA1180;PA5417;PA4777;PA3554;PA4064;PA4776;PA5416;PA5420;PA3558;PA5541;PA5421;PA5418
229	PA1827;PA2473;PA0106;PA3415;PA0156;PA3417;PA1997;PA0387;PA3418;PA1931;PA0108;PA3526	PA2947;PA5316;PA4740;PA5560;PA3832;PA2744;PA1155;PA1581;PA4433;PA3139;PA4257;PA4256;PA1580;PA4272;PA5422;PA4748;PA1584;PA4456;PA4274;PA0609;PA4239;PA1556;PA3639;PA0432;PA0579;PA5557;PA1582;PA4255;PA4244;PA2444;PA5568;PA1156;PA4252;PA4240;PA4261;PA3822;PA4241
230	PA3584;PA0523;PA0524;PA1384;PA1224;PA3392;PA3874;PA0879;PA0518;PA3875;PA2232;PA0036;PA0519;PA3872;PA1256	PA2507;PA2891;PA5420;PA0228;PA4909;PA4912;PA0227;PA5421;PA2509;PA5155;PA4913;PA1249;PA3236;PA2508;PA1140;PA2889;PA2512;PA3333;PA5417
231	PA5498;PA3601;PA5541;PA3600;PA4065;PA1923;PA5539;PA2232;PA5538;PA2261	PA4443;PA4208;PA3870;PA3442;PA4193;PA3446;PA3935;PA3931;PA2594;PA3938;PA4442;PA4110;PA3584;PA5302;PA2596;PA4073;PA3443;PA3364;PA1904;PA2811;PA0281;PA3877;PA3937;PA2019;PA3874;PA4777;PA3914;PA1838;PA0283;PA3444;PA2598;PA3936;PA3876;PA3875;PA3872;PA0186;PA4205;PA4206;PA4211;PA4207
232	PA2634;PA2052;PA5177;PA1598;PA5313;PA5312;PA2806;PA5355	PA4283;PA0851;PA0363;PA3047;PA2629;PA4988;PA2343;PA5349;PA3350
233	PA1002;PA3151;PA0999;PA0997;PA1809;PA1317;PA3148;PA0998;PA1000;PA3152;PA3217;PA1001;PA2813;PA2811;PA1279;PA0766;PA0996;PA1808	PA4202;PA0844;PA3935;PA2570;PA3236;PA2594;PA3938;PA0519;PA2008;PA0523;PA3392;PA2009;PA3443;PA2007;PA3937;PA3874;PA5417;PA3379;PA3444;PA3936;PA3876;PA5497;PA3875;PA0186;PA5416;PA0524;PA5420;PA5415;PA1073;PA3569;PA2550
234	PA0091;PA0524;PA5366;PA3392;PA5367;PA4351;PA2018;PA2446;PA0090;PA5369;PA2444;PA2019;PA4517;PA5497;PA5106	PA3560;PA2513;PA4500;PA0480;PA4188;PA2512;PA4307
235	PA3719;PA1557;PA3742;PA4880;PA2813;PA2811;PA4812;PA2812;PA4688;PA2969	PA4208;PA0851;PA3557;PA3187;PA3751;PA3558;PA4205;PA1061;PA3364;PA1927;PA2570;PA3556;PA3366;PA1180
236	PA2020;PA5508;PA2566;PA4912;PA2513;PA4500;PA0108;PA0112	PA4443;PA3584;PA0609;PA5497;PA3540;PA4740;PA1555;PA5570;PA0849;PA4276;PA4670;PA5568;PA4748;PA3313;PA3745;PA4262;PA4865;PA4442;PA1556
237	PA2857;PA5541;PA3601;PA4880;PA3600;PA2914;PA4065;PA3541;PA1923;PA4064;PA5539;PA5489;PA5538	PA4225;PA4872;PA3582;PA4687;PA5435;PA0399;PA3584;PA4226;PA1566;PA4228;PA5445;PA3570;PA0604;PA0603;PA4230;PA2536;PA0605;PA0606;PA0887;PA1318;PA4290;PA2648;PA5355
238	PA0999;PA5213;PA4230;PA4208;PA2151;PA4470;PA0998;PA0679;PA3382;PA1001;PA3348;PA2442;PA3346;PA4687;PA1003;PA3212;PA3379;PA3479	PA2507;PA3531;PA0228;PA0227;PA2014;PA5139;PA2508;PA5471;PA2514;PA4517;PA2011
239	PA0202;PA3315;PA3486;PA0480	PA0768;PA0482;PA0232;PA2584;PA0773;PA3742;PA4069;PA4676;PA5313;PA5049;PA1799;PA5147;PA3170
240	PA0399;PA0083;PA4443;PA1179;PA2204;PA3446;PA3977;PA1493;PA1838;PA1180;PA3931;PA0283;PA1806;PA3444;PA3527;PA4470;PA5217;PA4442	PA2147;PA1927;PA2416;PA2570;PA3361;PA1217
241	PA4225;PA5353;PA4230;PA4224;PA1224;PA4226;PA5354;PA4376;PA2813;PA4228;PA5349;PA3569;PA3366;PA4231	PA2566;PA2007;PA2891;PA1927;PA1087
